act,scene,character,dialogue,line_number,paraphrased
Act III,Scene IV,Hamlet,To serve in such a difference. What devil was't,2437, To make such a distinction. What on earth was it?
Act III,Scene IV,Hamlet,That thus hath cozen'd you at hoodman-blind?,2438," Have they swindled you in a card game, blind man's bluff?"
Act III,Scene IV,Hamlet,"Eyes without feeling, feeling without sight,",2439," Eyes devoid of emotions, feelings bereft of vision"
Act III,Scene IV,Hamlet,"Ears without hands or eyes, smelling sans all,",2440," Ears lacking hands and sight, but still able to smell."
Act III,Scene IV,Hamlet,Or but a sickly part of one true sense,2441," Or buy a part that's unwell, representing reality"
Act III,Scene IV,Hamlet,Could not so mope.,2442, I can't be down or sad.
Act III,Scene IV,Hamlet,"O shame! where is thy blush? Rebellious hell,",2443," Oh, disgrace! Where's your embarrassment? You rebellious, fiery underworld."
Act III,Scene IV,Hamlet,"If thou canst mutine in a matron's bones,",2444, If you can stir unrest within someone's body (modern idiom: If you can make someone feel restless)
Act III,Scene IV,Hamlet,"To flaming youth let virtue be as wax,",2445," To young people, let virtues be like wax (easily shaped and adaptable)."
Act III,Scene IV,Hamlet,And melt in her own fire: proclaim no shame,2446, And burn in her own flames: feel no embarrassment
Act III,Scene IV,Hamlet,"When the compulsive ardour gives the charge,",2447, When intense passion fuels action
Act III,Scene IV,Hamlet,Since frost itself as actively doth burn,2448, Because frost itself actively seems to scorch
Act III,Scene IV,Hamlet,And reason panders will.,2449, And rationalizations prevail.
Act III,Scene IV,Queen Gertrude,"O Hamlet, speak no more:",2450," Oh Hamlet, don't say another word."
Act III,Scene IV,Queen Gertrude,Thou turn'st mine eyes into my very soul;,2451, You make me look deep within myself.
Act III,Scene IV,Queen Gertrude,And there I see such black and grained spots,2452," And there, I notice those dark, speckled marks."
Act III,Scene IV,Queen Gertrude,As will not leave their tinct.,2453, They won't abandon their territory.
Act III,Scene IV,Hamlet,"Nay, but to live",2454," No, but to exist"
Act III,Scene IV,Hamlet,"In the rank sweat of an enseamed bed,",2455," On a crumpled, wrinkled bed, steeped in body odor."
Act III,Scene IV,Hamlet,"Stew'd in corruption, honeying and making love",2456," Swimming in corruption, disguising it with sweetness and expressing affection"
Act III,Scene IV,Hamlet,"Over the nasty sty,--",2457," Over the filthy street,-- (Modern: Over the dirty street,--)"
Act III,Scene IV,Queen Gertrude,"O, speak to me no more;",2458, Please don't talk to me anymore.
Act III,Scene IV,Queen Gertrude,"These words, like daggers, enter in mine ears;",2459," These words pierce my ears, similar to daggers."
Act III,Scene IV,Queen Gertrude,"No more, sweet Hamlet!",2460," No more, dear Hamlet! (Informal: No more, old buddy Hamlet!)"
Act III,Scene IV,Hamlet,A murderer and a villain;,2461, A killer and a scoundrel.
Act III,Scene IV,Hamlet,A slave that is not twentieth part the tithe,2462, A slave who doesn't receive one-twentieth of the title (or a tenth of his master's income) in modern English.
Act III,Scene IV,Hamlet,Of your precedent lord; a vice of kings;,2463, Of your former lord; a flaw in kingship;
Act III,Scene IV,Hamlet,"A cutpurse of the empire and the rule,",2464, An imperial embezzler or power-abuser.
Act III,Scene IV,Hamlet,"That from a shelf the precious diadem stole,",2465, Stole the precious diadem from the shelf
Act III,Scene IV,Hamlet,And put it in his pocket!,2466, And put it in your pocket!
Act III,Scene IV,Queen Gertrude,No more!,2467, Enough already!
Act III,Scene IV,Hamlet,"A king of shreds and patches,--",2468," A ruler with a patchy, inconsistent reign."
Act III,Scene IV,[stage direction],Enter Ghost,," Enter the Ghostly Realm (or simply, Step into the Ghostly World)"
Act III,Scene IV,Hamlet,"Save me, and hover o'er me with your wings,",2469, Save me and shield me with your protection.
Act III,Scene IV,Hamlet,You heavenly guards! What would your gracious figure?,2470," Heavenly guardians, what does your benevolent presence intend?"
Act III,Scene IV,Queen Gertrude,"Alas, he's mad!",2471," Oh no, he's crazy!"
Act III,Scene IV,Hamlet,"Do you not come your tardy son to chide,",2472, Aren't you coming to scold your late son?
Act III,Scene IV,Hamlet,"That, lapsed in time and passion, lets go by",2473," Time and passion have passed, and it has let go"
Act III,Scene IV,Hamlet,"The important acting of your dread command? O, say!",2474," What's the key action from your urgent order? Tell me, please!"
Act III,Scene IV,Ghost,Do not forget: this visitation,2475, Don't overlook: this visit.
Act III,Scene IV,Ghost,Is but to whet thy almost blunted purpose.,2476, Is merely to sharpen your nearly faded resolve.
Act III,Scene IV,Ghost,"But, look, amazement on thy mother sits:",2477," But, check this out, your mom looks astonished:"
Act III,Scene IV,Ghost,"O, step between her and her fighting soul:",2478," Oh, intervene between her and her fierce spirit."
Act III,Scene IV,Ghost,Conceit in weakest bodies strongest works:,2479, Overconfidence shines brightest in the most vulnerable individuals.
Act III,Scene IV,Ghost,"Speak to her, Hamlet.",2480," Talk to her, Hamlet."
Act III,Scene IV,Hamlet,"How is it with you, lady?",2481," How are you doing, ma'am?"
Act III,Scene IV,Queen Gertrude,"Alas, how is't with you,",2482," Hi there, what's up?"
Act III,Scene IV,Queen Gertrude,That you do bend your eye on vacancy,2483," You're looking at emptiness, right?"
Act III,Scene IV,Queen Gertrude,And with the incorporal air do hold discourse?,2484, And are you having a conversation with the invisible air?
Act III,Scene IV,Queen Gertrude,Forth at your eyes your spirits wildly peep;,2485," Before your very eyes, your wild spirits seem to appear"
Act III,Scene IV,Queen Gertrude,"And, as the sleeping soldiers in the alarm,",2486," And just like startled sleepers at the sound of the alarm,"
Act III,Scene IV,Queen Gertrude,"Your bedded hair, like life in excrements,",2487," Your disheveled hair, similar to the chaos of life's mess."
Act III,Scene IV,Queen Gertrude,"Starts up, and stands on end. O gentle son,",2488," Turns on and stands upright, dear child."
Act III,Scene IV,Queen Gertrude,Upon the heat and flame of thy distemper,2489, Due to your illness causing fever and pain.
Act III,Scene IV,Queen Gertrude,Sprinkle cool patience. Whereon do you look?,2490," Sprinkle calmness, where does your gaze lie?"
Act III,Scene IV,Hamlet,"On him, on him! Look you, how pale he glares!",2491," On him, on him! Check this out, how pale and intense his stare is!"
Act III,Scene IV,Hamlet,"His form and cause conjoin'd, preaching to stones,",2492," His message harmonized with his actions, speaking to seemingly inanimate objects (stones)."
Act III,Scene IV,Hamlet,Would make them capable. Do not look upon me;,2493, They would become capable. Please don't watch me.
Act III,Scene IV,Hamlet,Lest with this piteous action you convert,2494," In case this sad act of yours causes you to change, or transform, for the worse."
Act III,Scene IV,Hamlet,My stern effects: then what I have to do,2495, The consequences of my actions: what should I do next?
Act III,Scene IV,Hamlet,Will want true colour; tears perchance for blood.,2496," May desire true colors; perhaps tears for blood. (In this context, ""perchance"" is replaced with ""perhaps"")"
Act III,Scene IV,Queen Gertrude,To whom do you speak this?,2497, To who are you addressing this to?
Act III,Scene IV,Hamlet,Do you see nothing there?,2498, Is there nothing to be seen there?
Act III,Scene IV,Queen Gertrude,Nothing at all; yet all that is I see.,2499," Nothing whatsoever, yet everything I behold."
Act III,Scene IV,Hamlet,Nor did you nothing hear?,2500, Didn't you hear anything?
Act III,Scene IV,Queen Gertrude,"No, nothing but ourselves.",2501," No, only us."
Act III,Scene IV,Hamlet,"Why, look you there! look, how it steals away!",2502, Check this out! See how quickly it disappears!
Act III,Scene IV,Hamlet,"My father, in his habit as he lived!",2503," My dad, just being his usual self!"
Act III,Scene IV,Hamlet,"Look, where he goes, even now, out at the portal!",2504," Check out there, where he's heading, right now, by the entrance!"
Act III,Scene IV,[stage direction],Exit Ghost,," Leave, Spirit (or Phantom)"
Act III,Scene IV,Queen Gertrude,This the very coinage of your brain:,2505, This is exactly what your mind has created.
Act III,Scene IV,Queen Gertrude,This bodiless creation ecstasy,2506, This bodiless entity's exaltation
Act III,Scene IV,Queen Gertrude,Is very cunning in.,2507, Is incredibly clever at.
Act III,Scene IV,Hamlet,Ecstasy!,2508, Ecstatic joy!
Act III,Scene IV,Hamlet,"My pulse, as yours, doth temperately keep time,",2509," My heartbeat, like yours, beats at a steady pace."
Act III,Scene IV,Hamlet,And makes as healthful music: it is not madness,2510," And produces healthy, pleasant sounds. It's not insanity."
Act III,Scene IV,Hamlet,"That I have utter'd: bring me to the test,",2511, Prove what I said: put it to the test.
Act III,Scene IV,Hamlet,And I the matter will re-word; which madness,2512," I'll rephrase it, making it more understandable; this seems absurd."
Act III,Scene IV,Hamlet,"Would gambol from. Mother, for love of grace,",2513," Would frolic away, driven by affection."
Act III,Scene IV,Hamlet,"Lay not that mattering unction to your soul,",2514, Don't burden your spirit with unnecessary concern.
Act III,Scene IV,Hamlet,"That not your trespass, but my madness speaks:",2515," That's not your fault, it's my insanity talking."
Act III,Scene IV,Hamlet,"It will but skin and film the ulcerous place,",2516, It will only cover and protect the wound site.
Act III,Scene IV,Hamlet,"Whilst rank corruption, mining all within,",2517," Despite rampant corruption, it's being mined extensively inside."
Act III,Scene IV,Hamlet,Infects unseen. Confess yourself to heaven;,2518," Unseen, it infects. Confess personally to the heavens."
Act III,Scene IV,Hamlet,Repent what's past; avoid what is to come;,2519, Regret your past actions; try to prevent future mistakes.
Act III,Scene IV,Hamlet,"And do not spread the compost on the weeds,",2520, And avoid spreading the compost on the unwanted plants (weeds).
Act III,Scene IV,Hamlet,To make them ranker. Forgive me this my virtue;,2521," To help them improve. Excuse me, this is my act of kindness."
Act III,Scene IV,Hamlet,For in the fatness of these pursy times,2522," In these plump, indulgent periods"
Act III,Scene IV,Hamlet,"Virtue itself of vice must pardon beg,",2523, Virtue or vice should ask for forgiveness.
Act III,Scene IV,Hamlet,"Yea, curb and woo for leave to do him good.",2524," Yes, control yourself and try to help him instead."
Act III,Scene IV,Queen Gertrude,"O Hamlet, thou hast cleft my heart in twain.",2525," Oh Hamlet, you've torn my heart in two."
Act III,Scene IV,Hamlet,"O, throw away the worser part of it,",2526," Oh, discard the less desirable aspects of it."
Act III,Scene IV,Hamlet,And live the purer with the other half.,2527, And live a purer life together (with your partner).
Act III,Scene IV,Hamlet,Good night: but go not to mine uncle's bed;,2528," Goodnight, avoid going to my uncle's bed. (Implied meaning: Sleep somewhere else.)"
Act III,Scene IV,Hamlet,"Assume a virtue, if you have it not.",2529," If you lack it, pretend to have it. (This means pretending to have a particular quality that one doesn't possess.)"
Act III,Scene IV,Hamlet,"That monster, custom, who all sense doth eat,",2530," That monstrous, senseless habit devours everything."
Act III,Scene IV,Hamlet,"Of habits devil, is angel yet in this,",2531," Habits can sometimes act as devils, but they can also be angels in disguise."
Act III,Scene IV,Hamlet,That to the use of actions fair and good,2532, Those are actions that are fair and beneficial
Act III,Scene IV,Hamlet,"He likewise gives a frock or livery,",2533, He also provides a uniform or work attire.
Act III,Scene IV,Hamlet,"That aptly is put on. Refrain to-night,",2534, That fittingly fits well. Hold off tonight.
Act III,Scene IV,Hamlet,And that shall lend a kind of easiness,2535, And it will make things seem effortless
Act III,Scene IV,Hamlet,To the next abstinence: the next more easy;,2536, To the next instance (or occurrence): the one that follows will be less difficult.
Act III,Scene IV,Hamlet,"For use almost can change the stamp of nature,",2537, Nearly anything can alter the natural appearance.
Act III,Scene IV,Hamlet,"And either [         ] the devil, or throw him out",2538," And either exorcise him or get rid of him, if he's possessed by a demon."
Act III,Scene IV,Hamlet,"With wondrous potency. Once more, good night:",2539," With great power, once again, goodnight."
Act III,Scene IV,Hamlet,"And when you are desirous to be bless'd,",2540," And if you desire to be blessed,"
Act III,Scene IV,Hamlet,"I'll blessing beg of you. For this same lord,",2541," I'll ask for your blessing, for the same Lord."
Act III,Scene IV,[stage direction],Pointing to POLONIUS,, Pointing at Polonius
Act III,Scene IV,Hamlet,"I do repent: but heaven hath pleased it so,",2542," I regret my actions, but it seems that Heaven has willed it this way."
Act III,Scene IV,Hamlet,"To punish me with this and this with me,",2543, To mete out these consequences to me and vice versa.
Act III,Scene IV,Hamlet,That I must be their scourge and minister.,2544, I must serve as their punisher and servant.
Act III,Scene IV,Hamlet,"I will bestow him, and will answer well",2545," I'll grant it to him, and ensure a good response."
Act III,Scene IV,Hamlet,"The death I gave him. So, again, good night.",2546," The death I inflicted upon him. Farewell, once more. Goodnight."
Act III,Scene IV,Hamlet,"I must be cruel, only to be kind:",2547, I have to be harsh to eventually show kindness.
Act III,Scene IV,Hamlet,Thus bad begins and worse remains behind.,2548," So, things start off poorly and only get worse from there."
Act III,Scene IV,Hamlet,"One word more, good lady.",2549," One last word, madam."
Act III,Scene IV,Queen Gertrude,What shall I do?,2550, What should I do now?
Act III,Scene IV,Hamlet,"Not this, by no means, that I bid you do:",2551, I most certainly do not recommend that you do that.
Act III,Scene IV,Hamlet,Let the bloat king tempt you again to bed;,2552, Allow the overly indulgent one to seduce you once more into sleep.
Act III,Scene IV,Hamlet,Pinch wanton on your cheek; call you his mouse;,2553, Pinch your cheek and call you a mousey one;
Act III,Scene IV,Hamlet,"And let him, for a pair of reechy kisses,",2554," And let him, for two sloppy kisses,"
Act III,Scene IV,Hamlet,"Or paddling in your neck with his damn'd fingers,",2555," Or choking you with his despicable hands, (or) Alternatively, Or strangling you with his hateful fingers, (or) Lastly, Or grasping your throat with his vile digits,"
Act III,Scene IV,Hamlet,"Make you to ravel all this matter out,",2556, Please help clarify everything here.
Act III,Scene IV,Hamlet,"That I essentially am not in madness,",2557," I'm essentially sane, not mad."
Act III,Scene IV,Hamlet,But mad in craft. 'Twere good you let him know;,2558," However skilled at deception, it would be wise to inform him of this."
Act III,Scene IV,Hamlet,"For who, that's but a queen, fair, sober, wise,",2559," For any queen who is both beautiful, temperate, and intelligent."
Act III,Scene IV,Hamlet,"Would from a paddock, from a bat, a gib,",2560," A gib could potentially come from either a paddock (an enclosed field) or a bat (a flying mammal). This sentence may be ambiguous due to the use of ""bat"" in two different contexts."
Act III,Scene IV,Hamlet,Such dear concernings hide? who would do so?,2561, What mysterious matters are these that someone might conceal?
Act III,Scene IV,Hamlet,"No, in despite of sense and secrecy,",2562," No, despite common sense and discretion,"
Act III,Scene IV,Hamlet,Unpeg the basket on the house's top.,2563, Unhook the basket from the roof.
Act III,Scene IV,Hamlet,"Let the birds fly, and, like the famous ape,",2564," Let birds soar freely, as the iconic ape does"
Act III,Scene IV,Hamlet,"To try conclusions, in the basket creep,",2565," To draw conclusions, gather evidence and ponder on it."
Act III,Scene IV,Hamlet,And break your own neck down.,2566, And hurt yourself severely by falling forward forcefully.
Act III,Scene IV,Queen Gertrude,"Be thou assured, if words be made of breath,",2567," You can be certain, as words consist of breath,"
Act III,Scene IV,Queen Gertrude,"And breath of life, I have no life to breathe",2568," And without life, I can't give life back"
Act III,Scene IV,Queen Gertrude,What thou hast said to me.,2569, What you just told me.
Act III,Scene IV,Hamlet,I must to England; you know that?,2570, I need to go to England; isn't that obvious?
Act III,Scene IV,Queen Gertrude,"Alack,",2571," Oh dear,"
Act III,Scene IV,Queen Gertrude,I had forgot: 'tis so concluded on.,2572, I'd forgotten: it's been concluded on now.
Act III,Scene IV,Hamlet,"There's letters seal'd: and my two schoolfellows,",2573, There are sealed envelopes: my two old classmates have them.
Act III,Scene IV,Hamlet,"Whom I will trust as I will adders fang'd,",2574, Who I would trust as much as a venomous snake.
Act III,Scene IV,Hamlet,"They bear the mandate; they must sweep my way,",2575, They carry the authorization; they need to clear a path for me.
Act III,Scene IV,Hamlet,And marshal me to knavery. Let it work;,2576, And rally me for mischief. Let it unfold;
Act III,Scene IV,Hamlet,For 'tis the sport to have the engineer,2577, It's fun being an engineer
Act III,Scene IV,Hamlet,Hoist with his own petard: and 't shall go hard,2578, Caught by one's own explosive device: that won't be easy to escape from.
Act III,Scene IV,Hamlet,"But I will delve one yard below their mines,",2579,"However, I'll dig a foot deeper than their mines."
Act III,Scene IV,Hamlet,"And blow them at the moon: O, 'tis most sweet,",2580," And shoot them towards the moon: Oh, it's absolutely delightful."
Act III,Scene IV,Hamlet,When in one line two crafts directly meet.,2581, When two aircraft collide head-on.
Act III,Scene IV,Hamlet,This man shall set me packing:,2582, This man will make me leave.
Act III,Scene IV,Hamlet,I'll lug the guts into the neighbour room.,2583, I'll carry the internal parts into the next room.
Act III,Scene IV,Hamlet,"Mother, good night. Indeed this counsellor",2584," Mother, goodnight. Yep, that's me signed off for the day."
Act III,Scene IV,Hamlet,"Is now most still, most secret and most grave,",2585," It's currently very quiet, mysterious, and solemn."
Act III,Scene IV,Hamlet,Who was in life a foolish prating knave.,2586," Who, in life, was a foolish, chatty scoundrel."
Act III,Scene IV,Hamlet,"Come, sir, to draw toward an end with you.",2587," Let's wrap this up together, shall we?"
Act III,Scene IV,Hamlet,"Good night, mother.",2588, Goodnight mom.
Act III,Scene IV,[stage direction],Exeunt severally; HAMLET dragging in POLONIUS,, They all leave separately; Hamlet exits with Polonius.
Act IV,Scene I,[stage direction],"Enter KING CLAUDIUS, QUEEN GERTRUDE, ROSENCRANTZ, and GUILDENSTERN",," King Claudius, Queen Gertrude, Rosencrantz, and Guildenstern enter."
Act IV,Scene I,King Claudius,"There's matter in these sighs, these profound heaves:",2589, There seems to be a lot of depth and emotion in these deep sighs.
Act IV,Scene I,King Claudius,You must translate: 'tis fit we understand them.,2590, It's important that we comprehend them.
Act IV,Scene I,King Claudius,Where is your son?,2591," Where's your kid? (informal)
   Or, more formally: Where is your child?"
Act IV,Scene I,Queen Gertrude,Bestow this place on us a little while.,2592," Let's spend some time here, if you don't mind."
Act IV,Scene I,[stage direction],Exeunt ROSENCRANTZ and GUILDENSTERN,, Rosencrantz and Guildenstern exit.
Act IV,Scene I,Queen Gertrude,"Ah, my good lord, what have I seen to-night!",2593," Wow, my lord, what an incredible sight I just witnessed!"
Act IV,Scene I,King Claudius,"What, Gertrude? How does Hamlet?",2594," What, Gertie? How's Hamlet doing?"
Act IV,Scene I,Queen Gertrude,"Mad as the sea and wind, when both contend",2595," As wild as the sea during a stormy day, when it clashes with the wind."
Act IV,Scene I,Queen Gertrude,"Which is the mightier: in his lawless fit,",2596," Which is stronger: when enraged and disregarding laws,"
Act IV,Scene I,Queen Gertrude,"Behind the arras hearing something stir,",2597," Behind the curtains, there's a noise moving around."
Act IV,Scene I,Queen Gertrude,"Whips out his rapier, cries, 'A rat, a rat!'",2598," Pulls out a sword, shouts, ""There's a rat!"""
Act IV,Scene I,Queen Gertrude,"And, in this brainish apprehension, kills",2599," And, in this thoughtful concern, he murders"
Act IV,Scene I,Queen Gertrude,The unseen good old man.,2600, The invisible elderly gentleman.
Act IV,Scene I,King Claudius,O heavy deed!,2601, What a burdensome act!
Act IV,Scene I,King Claudius,"It had been so with us, had we been there:",2602, It would have been the same for us if we had been present.
Act IV,Scene I,King Claudius,His liberty is full of threats to all;,2603, His freedom poses a threat to everyone around him.
Act IV,Scene I,King Claudius,"To you yourself, to us, to every one.",2604," To you personally, to us collectively, to everyone generally."
Act IV,Scene I,King Claudius,"Alas, how shall this bloody deed be answer'd?",2605," Oh, what should we do to address this violent act now?"
Act IV,Scene I,King Claudius,"It will be laid to us, whose providence",2606," It will be provided for us, regarding our circumstances."
Act IV,Scene I,King Claudius,"Should have kept short, restrain'd and out of haunt,",2607," Should have kept it brief, contained, and away from trouble."
Act IV,Scene I,King Claudius,"This mad young man: but so much was our love,",2608," This overly enthusiastic, young individual, yet our love was profound."
Act IV,Scene I,King Claudius,We would not understand what was most fit;,2609, We wouldn't know what was best suited.
Act IV,Scene I,King Claudius,"But, like the owner of a foul disease,",2610," However, much like someone with a contagious illness,"
Act IV,Scene I,King Claudius,"To keep it from divulging, let it feed",2611," To prevent leaks, let's conceal it."
Act IV,Scene I,King Claudius,Even on the pith of Life. Where is he gone?,2612, Right in the thick of life. Where did he go?
Act IV,Scene I,Queen Gertrude,To draw apart the body he hath kill'd:,2613, To dissect the deceased body:
Act IV,Scene I,Queen Gertrude,"O'er whom his very madness, like some ore",2614," Over whom his madness, much like a mineral ore, lies"
Act IV,Scene I,Queen Gertrude,"Among a mineral of metals base,",2615," Among base metals (such as copper, tin, lead)

or

In terms of base metals (like copper, zinc, iron)"
Act IV,Scene I,Queen Gertrude,Shows itself pure; he weeps for what is done.,2616," Shows itself as pure, he cries over past actions."
Act IV,Scene I,King Claudius,"O Gertrude, come away!",2617," Gertrude, let's step aside, please!"
Act IV,Scene I,King Claudius,"The sun no sooner shall the mountains touch,",2618, The moment the sun rises over the mountains.
Act IV,Scene I,King Claudius,But we will ship him hence: and this vile deed,2619," However, we'll send him away: and commit this despicable act."
Act IV,Scene I,King Claudius,"We must, with all our majesty and skill,",2620," We need to utilize all our power and expertise, respectively."
Act IV,Scene I,King Claudius,"Both countenance and excuse. Ho, Guildenstern!",2621," Both acceptance and forgiveness, Guildenstern! (The line is from Shakespeare's Hamlet)"
Act IV,Scene I,[stage direction],Re-enter ROSENCRANTZ and GUILDENSTERN,," Re-introduce Rosencrantz and Guildenstern

(In this context, it means to bring them back into the scene or story.)"
Act IV,Scene I,King Claudius,"Friends both, go join you with some further aid:",2622, Let's both head over and lend a hand some more.
Act IV,Scene I,King Claudius,"Hamlet in madness hath Polonius slain,",2623, Hamlet killed Polonius while he was insane.
Act IV,Scene I,King Claudius,And from his mother's closet hath he dragg'd him:,2624, He has taken himself out of his mother's closet.
Act IV,Scene I,King Claudius,"Go seek him out; speak fair, and bring the body",2625," Find him, be honest with him, and take his corpse with you. (This line is from ""The Canterbury Tales"" by Geoffrey Chaucer)"
Act IV,Scene I,King Claudius,"Into the chapel. I pray you, haste in this.",2626, Please hurry inside the church.
Act IV,Scene I,[stage direction],Exeunt ROSENCRANTZ and GUILDENSTERN,, Rosencrantz and Guildenstern exit
Act IV,Scene I,King Claudius,"Come, Gertrude, we'll call up our wisest friends;",2627," Let's invite our most intelligent contacts, Gertrude."
Act IV,Scene I,King Claudius,"And let them know, both what we mean to do,",2628, And make sure they understand our intentions.
Act IV,Scene I,King Claudius,"And what's untimely done. O, come away!",2629," And whatever isn't done on time. Oh, let's go now!"
Act IV,Scene I,King Claudius,My soul is full of discord and dismay.,2630, My heart is overwhelmed with distress and unease.
Act IV,Scene I,[stage direction],Exeunt,, They exit (or leave)
Act IV,Scene II,[stage direction],Enter HAMLET,, Open Hamlet
Act IV,Scene II,Hamlet,Safely stowed.,2631, Securely stored.
Act IV,Scene II,Guildenstern:,[Within]  Hamlet! Lord Hamlet!,2632," [Addressing] Hamlet, my lord Hamlet!"
Act IV,Scene II,Hamlet,What noise? who calls on Hamlet?,2633, Who's calling out for Hamlet now?
Act IV,Scene II,Hamlet,"O, here they come.",2634, Look! They're approaching.
Act IV,Scene II,[stage direction],Enter ROSENCRANTZ and GUILDENSTERN,," Introduce Rosencrantz and Guildenstern

(In this context, ""introduce"" is used to mean presenting them on stage, as they are characters in a play.)"
Act IV,Scene II,Rosencrantz,"What have you done, my lord, with the dead body?",2635," What on earth did you do with that corpse, my lord?"
Act IV,Scene II,Hamlet,"Compounded it with dust, whereto 'tis kin.",2636," Mixed it with dirt, where it belongs."
Act IV,Scene II,Rosencrantz,"Tell us where 'tis, that we may take it thence",2637," Tell us where it is, so we can grab it from there."
Act IV,Scene II,Rosencrantz,And bear it to the chapel.,2638, Carry it to the church.
Act IV,Scene II,Hamlet,Do not believe it.,2639, Don't trust it.
Act IV,Scene II,Rosencrantz,Believe what?,2640, What do you mean to say? / What are you suggesting I believe?
Act IV,Scene II,Hamlet,That I can keep your counsel and not mine own.,2641," That I'll follow your advice, not my own."
Act IV,Scene II,Hamlet,"Besides, to be demanded of a sponge! what",2642, To ask for something from a sponge is absurd!
Act IV,Scene II,Hamlet,replication should be made by the son of a king?,2643, Should replication be carried out by the king's heir?
Act IV,Scene II,Rosencrantz,"Take you me for a sponge, my lord?",2644," Would I clean you up like a sponge, sir?"
Act IV,Scene II,Hamlet,"Ay, sir, that soaks up the king's countenance, his",2645," Yes, sir, that captures the king's charisma, his"
Act IV,Scene II,Hamlet,"rewards, his authorities. But such officers do the",2646," rewards are given to these officials, but these officers carry out their duties."
Act IV,Scene II,Hamlet,"king best service in the end: he keeps them, like",2647," The king offers the best service; he retains them, effectively."
Act IV,Scene II,Hamlet,"an ape, in the corner of his jaw; first mouthed, to",2648," A monkey, in the corner of its mouth; it first spoke there."
Act IV,Scene II,Hamlet,be last swallowed: when he needs what you have,2649, is consumed last: when he requires what you possess
Act IV,Scene II,Hamlet,"gleaned, it is but squeezing you, and, sponge, you",2650," It turns out, I'm just extracting from you, much like a squeeze from a sponge."
Act IV,Scene II,Hamlet,shall be dry again.,2651, It will be dry once more.
Act IV,Scene II,Rosencrantz,"I understand you not, my lord.",2652," I don't understand you, my lord."
Act IV,Scene II,Hamlet,I am glad of it: a knavish speech sleeps in a,2653," I'm pleased, but there's a sneaky tone lurking beneath."
Act IV,Scene II,Hamlet,foolish ear.,2654, Unintelligent listener.
Act IV,Scene II,Rosencrantz,"My lord, you must tell us where the body is, and go",2655," My lord, please reveal the location of the corpse and depart."
Act IV,Scene II,Rosencrantz,with us to the king.,2656, Come with us to meet the king.
Act IV,Scene II,Hamlet,"The body is with the king, but the king is not with",2657," The king's physical presence is there, but he himself isn't present."
Act IV,Scene II,Hamlet,the body. The king is a thing--,2658," My body. The king is an entity. (Or simply,) My body. The king is something."
Act IV,Scene II,Guildenstern,"A thing, my lord!",2659," A matter, my lord!"
Act IV,Scene II,Hamlet,"Of nothing: bring me to him. Hide fox, and all after.",2660," From nothing, take me to him. Conceal the fox, and everything that follows."
Act IV,Scene II,[stage direction],Exeunt,, They exit
Act IV,Scene III,[stage direction],"Enter KING CLAUDIUS, attended",," King Claudius enters, accompanied (or with him)"
Act IV,Scene III,King Claudius,"I have sent to seek him, and to find the body.",2661, I've dispatched someone to locate him and retrieve his remains.
Act IV,Scene III,King Claudius,How dangerous is it that this man goes loose!,2662, How risky is it if this guy isn't restrained?!
Act IV,Scene III,King Claudius,Yet must not we put the strong law on him:,2663, But shouldn't we enforce strict rules upon him?
Act IV,Scene III,King Claudius,"He's loved of the distracted multitude,",2664, He's adored by the scattered masses.
Act IV,Scene III,King Claudius,"Who like not in their judgment, but their eyes;",2665, Who don't judge but rather see with their own eyes.
Act IV,Scene III,King Claudius,"And where tis so, the offender's scourge is weigh'd,",2666," And there, the punishment matches the crime."
Act IV,Scene III,King Claudius,"But never the offence. To bear all smooth and even,",2667, Never let offense mar it. Keep it level and unruffled instead.
Act IV,Scene III,King Claudius,This sudden sending him away must seem,2668, This abrupt departure of his might appear surprising.
Act IV,Scene III,King Claudius,Deliberate pause: diseases desperate grown,2669, Purposeful Pause: Diseases Have Rapidly Escalated
Act IV,Scene III,King Claudius,"By desperate appliance are relieved,",2670, Desperate efforts alleviate the situation.
Act IV,Scene III,King Claudius,Or not at all.,2671, Either way won't work.
Act IV,Scene III,[stage direction],Enter ROSENCRANTZ,," Enter Rosencrantz, please."
Act IV,Scene III,King Claudius,How now! what hath befall'n?,2672, What's up? What happened?
Act IV,Scene III,Rosencrantz,"Where the dead body is bestow'd, my lord,",2673," Where they've placed the deceased, my lord."
Act IV,Scene III,Rosencrantz,We cannot get from him.,2674, We can't extract information from them.
Act IV,Scene III,King Claudius,But where is he?,2675, Where is he located?
Act IV,Scene III,Rosencrantz,"Without, my lord; guarded, to know your pleasure.",2676," Without your command, safely awaiting your instructions."
Act IV,Scene III,King Claudius,Bring him before us.,2677, Bring him to us.
Act IV,Scene III,Rosencrantz,"Ho, Guildenstern! bring in my lord.",2678," Hey, Guildenstern! Please escort Hamlet in."
Act IV,Scene III,[stage direction],Enter HAMLET and GUILDENSTERN,," Enter Hamlet and Horatio (Guildenstern is a character from Hamlet, written by William Shakespeare)"
Act IV,Scene III,King Claudius,"Now, Hamlet, where's Polonius?",2679," Now, Hamlet, where can we find Polonius?"
Act IV,Scene III,Hamlet,At supper.,2680, At dinner.
Act IV,Scene III,King Claudius,At supper! where?,2681," At dinner, where are we?"
